AGE,ID_CLIENT,CIBLE,YEARS_EMPLOYED,TOTAL_CREDIT,REMB_MENSUEL,CNT_FAM_MEMBERS,MONTANT_PRIX_BIENS,REVENU_TOTAL,SOURCE_EXTERNE_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,TYPE_CONTRAT_Revolving loans,STATUT_FAMILIAL_Married,STATUT_FAMILIAL_Separated,STATUT_FAMILIAL_Single / not married,STATUT_FAMILIAL_Widow,PROPRIETAIRE_BIEN_IMMO_Y,TYPE_REVENUS_Maternity leave,TYPE_REVENUS_Pensioner,TYPE_REVENUS_State servant,TYPE_REVENUS_Unemployed,TYPE_REVENUS_Working,GENRE_M,NIVEAU_EDUCATION_Higher education,NIVEAU_EDUCATION_Incomplete higher,NIVEAU_EDUCATION_Lower secondary,NIVEAU_EDUCATION_Secondary / secondary special,PROPRIETAIRE_VOITURE_Y,nbr_membre
46,404231,0,5,1942560.0,98811.0,2.0,1800000.0,270000.0,0.7127326463705876,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
35,447948,1,3,270000.0,13500.0,1.0,270000.0,135000.0,0.6592047875635525,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
39,195936,0,14,1169820.0,32845.5,2.0,1021500.0,202500.0,0.6236890562867579,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
24,207965,0,3,297000.0,31513.5,1.0,297000.0,202500.0,0.7532862249062812,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
42,406869,0,3,226422.0,11691.0,3.0,189000.0,180000.0,0.6854590646760802,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
25,350235,1,2,225000.0,26833.5,1.0,225000.0,162000.0,0.5371954021594545,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
47,110526,0,23,1288350.0,37800.0,1.0,1125000.0,225000.0,0.1295155081822509,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29,154910,0,5,621900.0,41688.0,4.0,562500.0,90000.0,0.6804543337472728,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
35,432095,0,13,675000.0,53329.5,2.0,675000.0,144000.0,0.4094626970183362,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
43,140745,0,4,942300.0,30528.0,3.0,675000.0,157500.0,0.587179127270098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
31,104115,0,2,835380.0,38839.5,2.0,675000.0,270000.0,0.6899768700175408,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
52,116464,1,2,314055.0,16164.0,2.0,238500.0,130500.0,0.5518595575690509,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
43,101951,0,15,270000.0,13500.0,2.0,270000.0,112500.0,0.7018043210254361,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
25,284947,0,5,536917.5,32976.0,3.0,463500.0,180000.0,0.6433138010050857,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
43,326572,0,18,201024.0,10903.5,2.0,144000.0,121500.0,0.4451770087102232,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
67,354696,0,-1000,269550.0,18760.5,1.0,225000.0,112500.0,0.4517865295634188,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60,171665,0,-1000,1350000.0,67500.0,2.0,1350000.0,675000.0,0.5477297113609884,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
50,360139,0,4,490495.5,27517.5,2.0,454500.0,180000.0,0.6249507703121889,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
51,100532,0,0,277969.5,13086.0,2.0,229500.0,99000.0,0.2906085390815557,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
46,420320,0,6,1125000.0,33025.5,2.0,1125000.0,225000.0,0.6822205187033891,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
30,446342,0,2,1303812.0,34524.0,2.0,1138500.0,135000.0,0.6357826749886634,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,357373,0,1,855000.0,33907.5,3.0,855000.0,157500.0,0.6497602234559856,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
28,297351,0,1,640080.0,31261.5,3.0,450000.0,121500.0,0.1189389774141745,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
38,391453,0,2,848745.0,43465.5,3.0,675000.0,225000.0,0.7650114529758207,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
43,366534,0,13,557770.5,33345.0,2.0,481500.0,180000.0,0.5708217225587141,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
21,122764,0,1,270000.0,13500.0,1.0,270000.0,126000.0,0.5733966006646825,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45,216610,0,4,1056447.0,31018.5,3.0,922500.0,270000.0,0.5879898967607589,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
39,229128,0,1,953460.0,68922.0,2.0,900000.0,360000.0,0.5586312414027363,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
62,365736,1,-1000,808650.0,23305.5,2.0,675000.0,135000.0,0.7136808916398689,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
52,187102,0,6,450000.0,22018.5,2.0,450000.0,157500.0,0.4274792166473568,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
39,114245,1,1,835380.0,42840.0,5.0,675000.0,135000.0,0.6563743930703447,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
56,404852,0,18,1057657.5,54130.5,2.0,868500.0,360000.0,0.6804305592544838,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
35,447374,0,6,863226.0,36702.0,2.0,697500.0,135000.0,0.4630801874882757,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
40,105989,0,11,755190.0,36459.0,2.0,675000.0,202500.0,0.6640318899889551,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
28,121760,0,2,337500.0,16875.0,2.0,337500.0,180000.0,0.5690636708590759,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
55,277671,0,7,1256400.0,44644.5,6.0,900000.0,90000.0,0.19522321153611,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
34,221106,0,6,337500.0,16875.0,4.0,337500.0,315000.0,0.6713436282330717,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2
33,216463,0,6,270000.0,13500.0,5.0,270000.0,135000.0,0.0117379586112461,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
27,328695,0,7,376920.0,20574.0,1.0,270000.0,171000.0,0.6347490508329036,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
54,274473,0,10,792346.5,26316.0,2.0,684000.0,360000.0,0.4813247260678205,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
35,297291,0,10,900000.0,45954.0,2.0,900000.0,126000.0,0.6036131802770575,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
46,293335,0,4,180000.0,9000.0,2.0,180000.0,72000.0,0.6140234037139616,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
39,268678,1,12,672174.0,21811.5,5.0,481500.0,180000.0,0.5255700954448774,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
39,144987,0,5,1288350.0,37800.0,2.0,1125000.0,180000.0,0.3573422337147276,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
34,155071,1,1,675000.0,28507.5,2.0,675000.0,247500.0,0.4274417538458703,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1
48,224468,0,1,161730.0,12964.5,2.0,135000.0,202500.0,0.600265054911633,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
48,314645,0,16,101880.0,10566.0,1.0,90000.0,72000.0,0.1871891603271922,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
64,405649,0,-1000,123637.5,7992.0,1.0,112500.0,48150.0,0.6250378994869061,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
42,405245,0,0,450000.0,47385.0,1.0,450000.0,225000.0,0.5522380933690876,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,189830,1,3,95940.0,11515.5,2.0,90000.0,31500.0,0.4569856006762925,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
55,331450,0,10,495000.0,25272.0,1.0,495000.0,180000.0,0.640005349111577,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,281285,0,15,1280794.5,42327.0,2.0,1147500.0,270000.0,0.6959044632315738,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
68,109446,0,-1000,239850.0,23850.0,1.0,225000.0,112500.0,0.0041342988726504,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
34,341000,0,15,2025000.0,59269.5,4.0,2025000.0,268578.0,0.758847588485793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
41,246490,0,6,1831887.0,75730.5,5.0,1710000.0,315000.0,0.386239330016428,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2
27,262974,0,7,450000.0,47385.0,1.0,450000.0,225000.0,0.7189376952910298,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0
32,445365,0,6,180000.0,9000.0,3.0,180000.0,135000.0,0.082917666612269,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
47,426948,0,6,381528.0,21303.0,1.0,315000.0,112500.0,0.7493147809590621,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,195145,0,1,254700.0,14751.0,2.0,225000.0,90000.0,0.7020834025155037,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
31,233647,0,4,640080.0,29839.5,3.0,450000.0,67500.0,0.4676503126503078,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
50,209338,0,2,1125000.0,37309.5,2.0,1125000.0,225000.0,0.7053388107400647,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
27,444782,0,6,630000.0,31500.0,1.0,630000.0,135000.0,0.6035294631312292,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
49,173240,0,4,697500.0,20524.5,3.0,697500.0,67500.0,0.2539305039854615,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
31,375564,0,9,1080000.0,31707.0,2.0,1080000.0,90000.0,0.5623481715856876,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
36,348245,0,3,555273.0,21645.0,2.0,463500.0,90000.0,0.4414317837651552,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
43,271026,0,22,1655698.5,57550.5,2.0,1512000.0,315000.0,0.6580592165392651,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
63,286655,0,-1000,269550.0,12001.5,2.0,225000.0,85500.0,0.6700444262486553,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
40,296138,0,10,1305000.0,36018.0,3.0,1305000.0,144000.0,0.5072395473273881,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
52,296439,0,3,397881.0,15129.0,1.0,328500.0,135000.0,0.53657556783696,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,264555,0,20,1506816.0,47443.5,2.0,1350000.0,157500.0,0.2284513417611104,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
64,344962,0,-1000,256500.0,15822.0,1.0,256500.0,144000.0,0.5435553046773715,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
68,416836,0,-1000,163201.5,10917.0,2.0,148500.0,135000.0,0.6349720948221348,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
63,257722,0,-1000,518562.0,22099.5,1.0,463500.0,126000.0,0.2293313366222277,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
56,318435,0,6,297130.5,19984.5,2.0,256500.0,202500.0,0.6829880316383781,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
37,205458,0,4,452745.0,26122.5,2.0,409500.0,157500.0,0.6214178627535809,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
53,184425,0,12,990000.0,42075.0,1.0,990000.0,292500.0,0.5903823081379076,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
40,453657,0,1,284400.0,16456.5,3.0,225000.0,270000.0,0.4239987893659434,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
65,126661,0,-1000,579195.0,23098.5,1.0,468000.0,103500.0,0.162144567666238,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
54,265748,0,1,585000.0,18999.0,2.0,585000.0,112500.0,0.3559122786720868,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
30,368855,0,2,163201.5,14089.5,3.0,148500.0,225000.0,0.3014904345346521,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
26,448413,0,4,1546020.0,45333.0,2.0,1350000.0,202500.0,0.6041310449783458,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
63,115798,0,-1000,783000.0,46755.0,2.0,783000.0,216000.0,0.7300924880605694,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
47,190862,0,1,625536.0,22599.0,2.0,540000.0,67500.0,0.4995863995635018,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
46,252314,0,2,331920.0,18135.0,3.0,225000.0,157500.0,0.2513623118766256,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
48,268767,0,6,562491.0,25546.5,3.0,454500.0,202500.0,0.6787020304238913,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2
64,269237,0,45,835380.0,40320.0,2.0,675000.0,292500.0,0.2215801111797582,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
31,364988,0,7,254700.0,28867.5,2.0,225000.0,135000.0,0.0509600036931982,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
53,309975,0,31,481495.5,33511.5,1.0,454500.0,121500.0,0.8018944491770665,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,422729,0,10,592560.0,31153.5,2.0,450000.0,180000.0,0.7148813874751786,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
25,277325,0,6,352422.0,32454.0,4.0,315000.0,135000.0,0.4806860224694552,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2
55,219917,0,10,1125000.0,43722.0,1.0,1125000.0,211500.0,0.7148769302726231,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
56,158820,0,2,269550.0,18891.0,1.0,225000.0,180000.0,0.2080293352885776,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
54,450120,0,-1000,450000.0,22500.0,1.0,450000.0,270000.0,0.3891411272858538,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
50,147093,0,6,269550.0,11871.0,1.0,225000.0,67500.0,0.2661736575755469,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,155461,0,11,382500.0,19125.0,2.0,382500.0,126000.0,0.6177326119301509,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,256580,0,12,675000.0,22306.5,2.0,675000.0,135000.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
33,231425,0,4,675000.0,33750.0,2.0,675000.0,675000.0,0.7563336417343076,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
52,320249,0,2,675000.0,34596.0,2.0,675000.0,193500.0,0.7021885909192578,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
62,151899,0,-1000,270000.0,14647.5,1.0,270000.0,112500.0,0.7559909248228389,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
24,310001,0,2,462825.0,29709.0,1.0,378000.0,225000.0,0.2141726518516297,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
56,277298,0,7,674635.5,34573.5,4.0,603000.0,270000.0,0.1441637915637434,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2
36,365183,0,3,582228.0,18778.5,3.0,486000.0,90000.0,0.6968291993116148,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2
39,192303,0,10,540000.0,17847.0,3.0,540000.0,225000.0,0.6308212120283732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
32,348825,0,1,225000.0,13045.5,1.0,225000.0,135000.0,0.5136984950074829,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,135178,0,17,522000.0,15259.5,2.0,522000.0,180000.0,0.4984602238444015,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
36,424469,0,2,2250000.0,83515.5,1.0,2250000.0,360000.0,0.6923993306721874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35,403400,1,3,1288350.0,37800.0,4.0,1125000.0,157500.0,0.2305704282620939,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
41,259221,0,13,993082.5,39514.5,3.0,913500.0,157500.0,0.618806103487971,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2
44,427016,0,4,900000.0,46084.5,2.0,900000.0,180000.0,0.7191011582682301,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25,254237,0,3,313438.5,20943.0,2.0,283500.0,157500.0,0.455086982629882,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
48,426787,0,9,500490.0,52686.0,2.0,450000.0,202500.0,0.5133160916118086,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
50,169147,0,8,733176.0,23782.5,2.0,612000.0,112500.0,0.6317882884237577,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
54,236306,0,3,338832.0,17428.5,2.0,292500.0,135000.0,0.5313407216958058,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
21,289722,1,0,270000.0,13500.0,1.0,270000.0,112500.0,0.2601021218201654,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
31,178763,0,5,437877.0,23053.5,2.0,378000.0,117000.0,0.3130421170089641,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
41,319565,0,1,405000.0,18877.5,1.0,405000.0,90000.0,0.668994474518281,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,275320,0,-1000,675000.0,53460.0,2.0,675000.0,112500.0,0.6029537438037478,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
62,264964,0,20,1904391.0,96741.0,3.0,1818000.0,270000.0,0.7330939829656491,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2
54,335240,0,10,486459.0,17604.0,1.0,342000.0,166500.0,0.5860496220759194,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
44,160044,0,6,1223010.0,48501.0,2.0,1125000.0,180000.0,0.7559949586835784,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
63,282700,0,2,723996.0,28458.0,2.0,585000.0,202500.0,0.6043402170886246,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
62,163982,0,-1000,941472.0,63301.5,2.0,841500.0,315000.0,0.6193269485514146,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
40,269070,0,5,904500.0,26446.5,4.0,904500.0,135000.0,0.4362352304560026,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
55,373793,0,9,1125000.0,47794.5,2.0,1125000.0,225000.0,0.6861328838424886,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
43,329984,0,14,675000.0,21775.5,3.0,675000.0,135000.0,0.7750665192304601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
54,149926,0,35,1006920.0,42660.0,2.0,900000.0,247500.0,0.5096115018327937,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
32,143285,0,6,1800000.0,49500.0,2.0,1800000.0,225000.0,0.7328671469800313,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
36,338088,0,8,832500.0,29902.5,3.0,832500.0,90000.0,0.6350379831009931,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
51,408267,0,4,207306.0,9130.5,2.0,148500.0,135000.0,0.5035881054486108,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
54,125462,0,-1000,544491.0,16047.0,2.0,454500.0,112500.0,0.6041048957836763,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
62,163174,0,-1000,204768.0,11884.5,2.0,162000.0,72000.0,0.6334755825279912,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
53,269035,0,33,835380.0,35392.5,2.0,675000.0,157500.0,0.2789448429340865,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
49,249093,0,8,1575000.0,43312.5,1.0,1575000.0,360000.0,0.6376794490199357,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
36,195150,0,8,1762110.0,46480.5,2.0,1575000.0,225000.0,0.2612695399573014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
37,297204,0,1,900000.0,46084.5,4.0,900000.0,270000.0,0.5331318520911519,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2
43,346067,0,10,315000.0,16083.0,2.0,315000.0,67500.0,0.5026041022908738,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
43,344610,0,2,180000.0,9000.0,3.0,180000.0,90000.0,0.206094133711839,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2
43,396396,0,4,405000.0,27526.5,3.0,405000.0,90000.0,0.6410274785991581,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
43,448780,1,15,453514.5,23283.0,2.0,391500.0,135000.0,0.5893348243463759,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
27,108751,0,3,675000.0,24799.5,1.0,675000.0,117000.0,0.5471175095977449,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
30,271893,0,5,582804.0,31747.5,2.0,463500.0,157500.0,0.3811665018492016,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
27,212098,0,5,390960.0,20601.0,2.0,337500.0,112500.0,0.3671069239621743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,277998,0,5,148365.0,12690.0,2.0,135000.0,112500.0,0.5797388740493059,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
61,324417,0,-1000,367569.0,15700.5,1.0,297000.0,117000.0,0.5940156220372277,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
30,248516,0,9,1113840.0,50463.0,2.0,900000.0,148500.0,0.3376126317926318,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
46,140736,0,1,315000.0,21051.0,3.0,315000.0,90000.0,0.3426186161620158,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
35,118138,0,0,765261.0,32422.5,3.0,684000.0,135000.0,0.1809755169386109,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
57,265554,0,-1000,545040.0,20677.5,1.0,450000.0,337500.0,0.4536503226030081,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
57,201570,1,2,873342.0,31072.5,2.0,729000.0,225000.0,0.4106846997376142,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
38,362194,0,2,270000.0,13500.0,2.0,270000.0,126000.0,0.6050615673738765,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
62,297720,0,5,627277.5,29371.5,1.0,441000.0,157500.0,0.6350025054254306,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
35,280464,0,0,701721.0,26856.0,4.0,567000.0,180000.0,0.2529292503227037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
23,409241,0,1,152820.0,16177.5,1.0,135000.0,144000.0,0.6629870873932401,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,419393,0,-1000,1271929.5,48577.5,2.0,1170000.0,315000.0,0.7286551325115089,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
28,357452,1,5,253737.0,16956.0,1.0,229500.0,90000.0,0.6719416367739021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57,215102,0,-1000,1172470.5,34281.0,2.0,918000.0,135000.0,0.1737653543610143,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
64,451867,0,-1000,521280.0,37201.5,1.0,450000.0,225000.0,0.3768278552034466,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
50,127913,0,2,269550.0,19300.5,2.0,225000.0,90000.0,0.3932867495541939,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
24,425150,0,1,258768.0,14166.0,3.0,216000.0,67500.0,0.6812193704764139,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2
46,245566,0,1,449352.0,12874.5,2.0,355500.0,112500.0,0.5709342203920612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
